#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           NOAA/SEC GOES_12 Magnetometer
#     PROJECT                         ISTP>InternationalSolar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Magnetospheric Science
#     SOURCE_NAME                     GOES_12>Geostationary Operational Environmental Satellite 12
#     DESCRIPTOR                      MAG>Magnetometer
#     DATA_TYPE                       K0>Key Parameter
#     DATA_VERSION                    1
#     TEXT                            The NOAA Geostationary Operational
#                                     Environmental Satellite (GOES) key
#                                     parameters are obtained from the
#                                     Energetic Particle Sensor (EPS) and
#                                     and the magnetometer (MAG).  The
#                                     key parameters are a subset of the
#                                     data available from the GOES Space
#                                     Environment Monitor (SEM) instruments.
#                                     The vector magnetic field is
#                                     given as one-minute averaged values
#                                     in three coordinate systems:
#                                     (1) Spacecraft (s/c) P,E,N,
#                                     (2) GSM x,y,z, (3) GSE x,y,z
#                                     s/c mag. field is defined as:
#                                     Hp, perpendicular to the satellite
#                                     orbital plane or parallel to the
#                                     Earths spin axis in the case of
#                                     a zero degree inclination orbit;
#                                     He, perpendicular to Hp and
#                                     directed earthwards; and
#                                     Hn, perpendicular to both Hp and
#                                     directed eastwards.
#                                     These data are used by
#                                     NOAA Space Environment Center (SEC)
#                                     for the real-time monitoring and
#                                     prediction of the conditions in the
#                                     Earth's space environment.  A new
#                                     series of GOES spacecraft began
#                                     with GOES-8 launched on 4/13/94,
#                                     GOES-9 launched on 5/23/95, and
#                                     GOES-10 launched on 4/25/97.
#                                     Typically two satellites are
#                                     operational,one at about 135 degrees
#                                     geographic west longitude and one at
#                                     about 75 degrees geographic west
#                                     longitude. The satellite inclination
#                                     is typically within a few tenths of a
#                                     degree of the geographic equator.
#                                     However, the satellites can be moved,
#                                     especially during the six months to
#                                     one year following launch, and the
#                                     inclination can increase after years
#                                     of satellite operation.
#                                     Instrument data quality flags are set
#                                     from real-time telemetry, or, in
#                                     the case of historically-processed
#                                     data sets when telemetry is not
#                                     available, fixed to a level-1
#                                     instrument status flag for all data
#                                     Reference: Monitoring Space
#                                     Weather with GOES Magnetometers,
#                                     Singer, H.J, L. Matheson, R.Grubb
#                                     A.Newman, and S.D.Bouwer, SPIE
#                                     Proceedings, Volume 2812,
#                                     4-9 Aug 1996.  For more info, contact:
#                                     Dr. Howard Singer, NOAA/SEC,
#                                     Howard.Singer@noaa.gov,303-497-6959
#                                     325 Broadway,Boulder CO 80305 USA,
#                                     or Ann Newman, NOAA/SEC,
#                                     Ann.Newman@noaa.gov, 303-497-5100,
#                                     325 Broadway, Boulder CO 80305 USA
#     MODS                            Version 2.0: 1st operational version,-db, 15 Dec 92
#                                     Corrected S/C location error & added  Geographic (not geodetic) & GEO S/C  positions                  
#                                     Fixed ADID_ref from 97 to 96    -db, 16 Feb 93
#                                     Added unit_ptr to s/c position units, fixed CATDES on SC_pos_sm, fixed GSn                            
#                                        -db, 27 Apr 93                                                                                      
#                                     Version 3.0, Major re-write of text,
#                                     corrected label_1 bug (now cartesian),
#                                     added GOES-8 & 9 CDFs,-db,26 Jan 1996
#                                     Corrected no. of elements on lines
#                                     477-479 (labels), -db 7 May 1996
#                                     Minor text changes, -db 22 Jul 1996
#                                     Added global metadata, support_data  text, blank variable attrib. data  per                           
#                                      Mona Kessel sample file, -db, 5 Aug 96                                                                
#                                     Added xyz GEO,GSE,GSM labels,
#                                     replacing 1 cartesian label  -db, 29 Aug 96
#                                     Create 1 skeleton table for MAG for all GOES  preparing for the switch from                           
#                                      GOES-9 to 10  -anewman, 22 Jul 1998                                                                   
#                                     Added GOES-10 launch data and replaced Ann Newman with Martin Black as contact                        
#                                      person. -mblack, 18 Mar 1999                                                                          
#                                     Changed Epoch and Time_PB5 VAR_TYPEs from data to support_data, changed CATDESC                       
#                                      values for position variables from s/c to GOES 12, and added cartesian to CATDESC                     
#                                      for GSE and GSM mag field vectors. These changes were requested by Mona Kessel.                       
#                                      -mblack, 12 Apr 1999                                                                                  
#     ADID_REF                        NSSD0096
#     LOGICAL_FILE_ID                 GOES12_K0_MAG_00000000_V01
#     LOGICAL_SOURCE                  GOES12_K0_MAG
#     LOGICAL_SOURCE_DESCRIPTION      GOES 12 Magnetometer Key Parameters
#     PI_NAME                         H. Singer
#     PI_AFFILIATION                  NOAA SEC
#     MISSION_GROUP                   GOES
#                                     !___Magnetospheric Data
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     ALT_LOGICAL_SOURCE              GOES12_Mag_Key-Parameters-K0_1min_cdf
#     SPASE_DATASETRESOURCEID         spase://NOAA/NumericalData/GOES/12/MAG/PT1M
#     CDAWEB_PARENTS                  goes12_k0_mag_00000000_v01
#                                     goes12_k0_mag_20030815_v03
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time
#  2. Mag. Field, local s/c
#
EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,HE_(@_He_)_nT,HN_(@_Hn_)_nT,HP_(@_Hp_)_nT
2003-08-15T00:00:30.000Z,68.3050,-6.24616,80.2682
2003-08-15T00:01:30.000Z,68.0882,-5.07784,79.1981
2003-08-15T00:02:30.000Z,68.4079,-4.70365,78.9403
2003-08-15T00:03:30.000Z,67.6999,-4.94790,78.5406
2003-08-15T00:04:30.000Z,67.0189,-6.21821,79.0667
2003-08-15T00:05:30.000Z,66.8989,-6.93058,79.4925
2003-08-15T00:06:30.000Z,67.1344,-7.48370,78.9489
2003-08-15T00:07:30.000Z,67.4209,-7.36486,79.0296
2003-08-15T00:08:30.000Z,68.1065,-7.07337,78.6942
2003-08-15T00:09:30.000Z,67.9909,-7.76905,78.4717
2003-08-15T00:10:30.000Z,68.1961,-8.43293,78.3565
2003-08-15T00:11:30.000Z,68.3360,-7.93149,78.2508
2003-08-15T00:12:30.000Z,68.8021,-7.54454,78.3442
2003-08-15T00:13:30.000Z,69.2061,-7.22140,78.5215
2003-08-15T00:14:30.000Z,69.3520,-7.89174,78.5181
2003-08-15T00:15:30.000Z,69.2328,-8.58346,78.4747
2003-08-15T00:16:30.000Z,69.1943,-8.91754,78.3906
2003-08-15T00:17:30.000Z,69.4486,-8.24916,78.0360
2003-08-15T00:18:30.000Z,69.7043,-7.86940,77.6098
2003-08-15T00:19:30.000Z,69.8926,-7.81593,77.4055
2003-08-15T00:20:30.000Z,69.9471,-7.79724,77.1846
2003-08-15T00:21:30.000Z,69.9040,-8.15121,76.9539
2003-08-15T00:22:30.000Z,69.6730,-8.30511,76.7632
2003-08-15T00:23:30.000Z,69.6335,-7.65313,76.3031
2003-08-15T00:24:30.000Z,69.7059,-7.05288,75.9308
2003-08-15T00:25:30.000Z,69.5083,-7.66605,75.7557
2003-08-15T00:26:30.000Z,69.2542,-8.52349,75.5577
2003-08-15T00:27:30.000Z,69.4461,-7.97899,75.1806
2003-08-15T00:28:30.000Z,69.4375,-7.16826,74.4148
2003-08-15T00:29:30.000Z,69.0079,-5.48299,73.1496
2003-08-15T00:30:30.000Z,69.5239,0.307148,71.0438
2003-08-15T00:31:30.000Z,70.2309,3.66130,69.6049
2003-08-15T00:32:30.000Z,70.6146,5.62298,68.3791
2003-08-15T00:33:30.000Z,72.4169,3.96924,68.4554
2003-08-15T00:34:30.000Z,71.2364,-2.51779,69.4960
2003-08-15T00:35:30.000Z,71.4946,-5.70932,70.4013
2003-08-15T00:36:30.000Z,72.7951,-6.36160,71.7835
2003-08-15T00:37:30.000Z,72.9111,-5.79718,72.5352
2003-08-15T00:38:30.000Z,72.6360,-8.69042,73.5160
2003-08-15T00:39:30.000Z,72.8233,-10.4381,73.5154
2003-08-15T00:40:30.000Z,71.2330,-10.4114,72.5918
2003-08-15T00:41:30.000Z,72.1073,-8.57052,73.3728
2003-08-15T00:42:30.000Z,71.7590,-8.16593,74.4143
2003-08-15T00:43:30.000Z,71.2722,-9.42136,74.4502
2003-08-15T00:44:30.000Z,71.1124,-10.6495,74.9912
2003-08-15T00:45:30.000Z,70.2861,-10.8486,75.5991
2003-08-15T00:46:30.000Z,68.9956,-11.6916,75.8282
2003-08-15T00:47:30.000Z,67.8254,-8.38873,74.7593
2003-08-15T00:48:30.000Z,67.8557,-4.79086,72.3602
2003-08-15T00:49:30.000Z,70.4932,0.566112,71.2586
2003-08-15T00:50:30.000Z,71.1452,-0.0591703,71.8253
2003-08-15T00:51:30.000Z,72.9017,-0.340229,71.7240
2003-08-15T00:52:30.000Z,73.6846,-2.61881,73.1068
2003-08-15T00:53:30.000Z,76.1374,0.320388,72.6450
2003-08-15T00:54:30.000Z,75.6141,-1.02218,73.4039
2003-08-15T00:55:30.000Z,75.4580,-3.69432,74.4925
2003-08-15T00:56:30.000Z,75.3468,-4.87873,74.9912
2003-08-15T00:57:30.000Z,75.5386,-5.43298,75.5101
2003-08-15T00:58:30.000Z,74.8488,-6.14496,76.1238
2003-08-15T00:59:30.000Z,73.8328,-7.47970,77.3519
2003-08-15T01:00:30.000Z,71.3132,-9.50634,79.2835
2003-08-15T01:01:30.000Z,68.5396,-9.26426,81.8945
2003-08-15T01:02:30.000Z,68.2930,-9.45403,81.1887
2003-08-15T01:03:30.000Z,68.0404,-9.30911,81.0007
2003-08-15T01:04:30.000Z,68.0802,-9.56323,80.6001
2003-08-15T01:05:30.000Z,67.9163,-8.23148,81.5772
2003-08-15T01:06:30.000Z,66.9285,-2.04915,82.9184
2003-08-15T01:07:30.000Z,65.9243,0.302358,80.6468
2003-08-15T01:08:30.000Z,63.8377,4.98542,79.5846
2003-08-15T01:09:30.000Z,64.3038,5.04146,83.8424
2003-08-15T01:10:30.000Z,62.1637,-1.25210,88.8846
2003-08-15T01:11:30.000Z,56.9837,-3.54511,92.8805
2003-08-15T01:12:30.000Z,53.3857,-3.18949,96.2386
2003-08-15T01:13:30.000Z,55.7762,-3.52379,94.9860
2003-08-15T01:14:30.000Z,59.4627,-4.03008,92.6389
2003-08-15T01:15:30.000Z,65.0391,-3.44406,86.2906
2003-08-15T01:16:30.000Z,64.7011,-2.67122,87.3896
